Date publication;Type de publication;Titre;Libellé recommandation;Destinataire 1;Destinataire 2;Destinataire 3
10/02/2015;RPA T1;La gestion par la France des fonds structurels européens : améliorer, simplifier, évaluer;diminuer le nombre d'indicateurs de résultats et mettre en oeuvre des procédures permettant leur utilisation effective pour le pilotage des actions.;Ministère chargé du travail et de l'emploi; ; 
01/02/2015;RPA T1;La politique publique de lutte contre le dopage dans le sport : donner une nouvelle impulsion;"Etablir des stratégies de contrôle plus sélectives, fondées sur des
critères plus précis selon les publics.";Ministère chargé des Sports;Ministère chargé des Sports; 
01/02/2015;RPA T1;La politique publique de lutte contre le dopage dans le sport : donner une nouvelle impulsion;"Accroître les actions de recherche du laboratoire antidopage grâce à
de nouvelles coopérations avec des organismes de recherche ou des
universités.";Ministère chargé des Sports; ; 
01/02/2015;RPA T1;La politique publique de lutte contre le dopage dans le sport : donner une nouvelle impulsion;"Développer les ressources propres de l'agence, notamment par une
action commerciale du laboratoire plus soutenue, étayée par une
meilleure analyse des coûts et des prix.";Ministère chargé des Sports; ; 
01/02/2015;RPA T1;La politique publique de lutte contre le dopage dans le sport : donner une nouvelle impulsion;"Améliorer la coordination interministérielle en matière de prévention
du dopage en arrêtant des objectifs conjoints entre ministères
concernés.";Ministère chargé des Sports; ; 
01/02/2015;RPA T1;La politique publique de lutte contre le dopage dans le sport : donner une nouvelle impulsion;"Inscrire les actions de prévention dans les conventions d'objectifs des
fédérations, les évaluer, et sanctionner les cas d'insuffisance si
besoin.";Ministère chargé des Sports; ; 
01/02/2015;RPA T1;La politique publique de lutte contre le dopage dans le sport : donner une nouvelle impulsion;"Animer effectivement les nouvelles commissions régionales de lutte
contre le trafic de substances ou méthodes dopantes, pour renforcer
les informations destinées à l'agence.";Ministère chargé des Sports; ; 
11/02/2015;RPA T1;La refonte du circuit de paie des agents de l'Etat: un échec coûteux;Refondre l'application PAY pour assurer sa pérennité en préservant l'ensemble de ses fonctionnalités, puis préparer la prise en compte de la déclaration sociale nominative (DSN), l'extinction de l'application ETR et la dématérialisation des processus de paie (DGFIP).;Ministère chargé de l'Économie et des Finances;Ministère chargé de l'Économie et des Finances; 
11/02/2015;RPA T1;La refonte du circuit de paie des agents de l'Etat: un échec coûteux;Poursuivre les efforts visant à doter la DGAFP et la direction du budget d'un outil de suivi et de simulation de l'évolution de la masse salariale de l'Etat (DGFIP).;Ministère chargé de l'Économie et des Finances;Ministère chargé de l'Économie et des Finances; 
11/02/2015;RPA T1;La refonte du circuit de paie des agents de l'Etat: un échec coûteux;Mettre en place les outils et les procédures permettant de détecter puis de résorber systématiquement les pratiques irrégulières de paie (CISIRH, DGAFP).;Ministère chargé de l'Économie et des Finances;Ministère chargé de l'Économie et des Finances; 
11/02/2015;RPA T1;La réforme de la carte judiciaire;Revoir la carte des cours d'appel, en l'alignant au moins sur la carte des régions administratives, voire sur la carte interrégionale déjà retenue par les autres réseaux du ministère de la justice ainsi que par les services judiciaires pour la gestion budgétaire et comptable;Garde des Sceaux;Garde des Sceaux; 
11/02/2015;RPA T1;La réforme de la carte judiciaire;Approfondir la réforme de la carte des tribunaux de commerce dans les zones dotées de plusieurs tribunaux dont au moins n'atteint pas la taille critique.;Garde des Sceaux;Garde des Sceaux; 
11/02/2015;RPA T1;La réforme de la carte judiciaire;Adapter le fonctionnement des maisons de justice et du droit de nouvelle génération aux objectifs que la réforme avait assignés à ces structures.;Garde des Sceaux;Garde des Sceaux; 
01/08/2015;RPA T1;Le MuCEM : une gestation laborieuse, un avenir incertain;"Renforcer le pilotage des musées gérés sous le statut de
services à compétence nationale (SCN), notamment en matière
de ressources humaines, pour ne pas répéter les errements du
SCN MuCEM ;";Ministère chargé de la Culture et de la Communication; ; 
01/08/2015;RPA T1;Le MuCEM : une gestation laborieuse, un avenir incertain;Rétrocéder ou réaffecter rapidement le bâtiment parisien du MuCEM;Ministère chargé de la Culture et de la Communication; ; 
01/08/2015;RPA T1;Le MuCEM : une gestation laborieuse, un avenir incertain;"Elaborer une stratégie d'acquisition et de valorisation des
collections qui permette de réduire l'écart entre la
programmation muséographique du MuCEM et les fonds
hérités du MNATP";Ministère chargé de la Culture et de la Communication; ; 
01/08/2015;RPA T1;Le MuCEM : une gestation laborieuse, un avenir incertain;"Augmenter la part des ressources propres de l'établissement
en développant le mécénat, la location d'espaces et les
concessions et en associant les collectivités territoriales au
financement de la programmation artistique";Ministère chargé de la Culture et de la Communication; ; 
01/08/2015;RPA T1;Le MuCEM : une gestation laborieuse, un avenir incertain;"Estimer le coût d'entretien et de maintenance du bâtiment
Ricciotti, notamment au regard des matériaux utilisés (BFUP,
inox, parois vitrées)";Ministère chargé de la Culture et de la Communication; ; 
01/08/2015;RPA T1;Le MuCEM : une gestation laborieuse, un avenir incertain;"Mettre au point un contrat de performance fixant notamment
des objectifs précis en matière de fréquentation et de
ressources propres";Ministère chargé de la Culture et de la Communication; ; 
01/08/2015;RPA T1;Le MuCEM : une gestation laborieuse, un avenir incertain;"Asseoir le MuCEM comme le chef de file des musées de
société, notamment en favorisant la circulation des collections
héritées du MNATP.";Ministère chargé de la Culture et de la Communication; ; 
01/02/2015;RPA T1;Le chantier de Jussieu et la conduite des grandes opérations immobilières des universités franciliennes : des enseignements à tirer;Arbitrer la programmation et le financement des travaux de réhabilitation des ”barres de Cassan” envisagés par l'université Pierre et Marie Curie;Ministère chargé de l'Enseignement supérieur et de la Recherche; ; 
01/02/2015;RPA T1;Le chantier de Jussieu et la conduite des grandes opérations immobilières des universités franciliennes : des enseignements à tirer;Définir une doctrine d'emploi de l'EPAURIF pour la réalisation des projets immobiliers universitaires franciliens;Ministère chargé de l'Enseignement supérieur et de la Recherche;Ministère chargé de l'Enseignement supérieur et de la Recherche; 
01/02/2015;RPA T1;Le chantier de Jussieu et la conduite des grandes opérations immobilières des universités franciliennes : des enseignements à tirer;Mettre en cohérence le schéma d'implantation immobilière prévu par le décret du 26 août 2010 avec la stratégie de l'Etat en matière d'enseignement supérieur et de recherche en Ile-de-France et d'aménagement du Grand paris;Ministère chargé de l'Enseignement supérieur et de la Recherche;Ministère chargé de l'Enseignement supérieur et de la Recherche; 
11/02/2015;RPA T1;Les agences de l'eau et la politique de l'eau : une cohérence à retrouver;Mettre en place un dispositif de prévention des conflits d'intérêt pour les membres des instances de gouvernance des agences et pour leur personnel;Ministère chargé de l'Écologie et du développement durable; ; 
11/02/2015;RPA T1;Les agences de l'eau et la politique de l'eau : une cohérence à retrouver;Rendre publiques les décisions d'attribution des aides et la liste de leurs bénéficiaires;Ministère chargé de l'Écologie et du développement durable; ; 
11/02/2015;RPA T1;Les agences de l'eau et la politique de l'eau : une cohérence à retrouver;Fixer des taux planchers pour les redevances et renforcer la taxation des pollutions d'origine agricole;Ministère chargé de l'Écologie et du développement durable; ; 
11/02/2015;RPA T1;Les agences de l'eau et la politique de l'eau : une cohérence à retrouver;Accroître la sélectivité des aides en les recentrant sur les plans d'action opérationnels territorialisés (PAOT);Ministère chargé de l'Écologie et du développement durable; ; 
11/02/2015;RPA T1;Les agences de l'eau et la politique de l'eau : une cohérence à retrouver;Doter les agences d'outils et de méthodes communs pour analyser les dossiers de demande d'aides;Ministère chargé de l'Écologie et du développement durable; ; 
